Solute_SMILES,Solvent_SMILES,T,log-gamma,source_file,solute_rdkit_valid,solute_canonical_isomeric,solute_canonical_nonisomeric,solute_rdkit_isomeric_flag,solute_heuristic_isomer_flag,solute_isomer_detection_method,solute_isomer_collision_group,solute_collision_group_id,solvent_rdkit_valid,solvent_canonical_isomeric,solvent_canonical_nonisomeric,solvent_rdkit_isomeric_flag,solvent_heuristic_isomer_flag,solvent_isomer_detection_method,solvent_isomer_collision_group,solvent_collision_group_id,isomer_subset_flag,isomer_detection_reason
CCCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,111.0,-0.356674944,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,False,False,none,False,,False,
CCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,80.0,0.09531018,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,111.0,0.09531018,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCC(O)=O,73.8,0.246860078,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCC(O)=O,87.5,0.262364264,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCC(O)=O,108.3,0.357674444,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCC(O)=O,122.3,0.343589704,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CCCCCC,OC(CCCCCCCCC(O)=O)=O,143.0,1.5518088,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCC(=O)O,False,False,none,False,,False,
CCCCCC,OC(CCCCCC(O)=O)=O,11.8,2.31944221,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,O=C(O)CCCCCC(=O)O,O=C(O)CCCCCC(=O)O,False,False,none,False,,False,
CCCCCC,CC(C(=O)O)O,85.6,4.172847624,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC(O)C(=O)O,CC(O)C(=O)O,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCCCC,35.0,-0.128944765,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCCC=C,35.0,-0.134931486,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C=CCCCCCCCCCCCCCCCC,C=CCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCCCC,50.0,-0.124800112,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCCC=C,50.0,-0.13585252,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C=CCCCCCCCCCCCCCCCC,C=CCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,OCCO,30.0,6.573680167,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCCO,OCCO,False,False,none,False,,False,
CCCCCC,OCCO,40.0,6.429719478,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCCO,OCCO,False,False,none,False,,False,
CCCCCC,OCCO,50.0,6.29710932,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCCO,OCCO,False,False,none,False,,False,
CCCCCC,OCCOCCO,31.0,4.718498871,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCCOCCO,OCCOCCO,False,False,none,False,,False,
CCCCCC,OCCOCCO,40.0,4.624972813,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCCOCCO,OCCOCCO,False,False,none,False,,False,
CCCCCC,OCCOCCO,50.0,4.545420182,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCCOCCO,OCCOCCO,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCC,25.0,-0.011060947,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCC,CCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCC,25.0,-0.011060947,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCC,CCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCC,25.0,-0.01308524,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCC,CCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCC,7.0,-0.004008021,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCC,CCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,O=Cc1occc1,5.0,3.46260601,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,False,,False,
CCCCCC,O=Cc1occc1,25.0,3.325036021,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,False,,False,
CCCCCC,OCCCCCCCCCCCCCCCC,53.2,0.503196597,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,False,False,none,False,,False,
CCCCCC,OCCCCCCCCCCCCCCCC,74.1,0.426574071,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,False,False,none,False,,False,
CCCCCC,OCCCCCCCCCCCCCCCC,93.9,0.392042088,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCC(=O)N(C)C,74.1,0.366031039,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCC(=O)N(C)C,CCCCCCCCCCCCCC(=O)N(C)C,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,53.2,0.503801009,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,74.1,0.445967051,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,93.9,0.443402947,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1ccccc1C(OCCCC)=O,53.2,0.857389624,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1ccccc1C(OCCCC)=O,74.1,0.773343723,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1ccccc1C(OCCCC)=O,93.9,0.729961154,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,OCC(O)CO,30.0,6.025865974,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCC(O)CO,OCC(O)CO,False,False,none,False,,False,
CCCCCC,OCC(O)CO,40.0,5.948034989,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCC(O)CO,OCC(O)CO,False,False,none,False,,False,
CCCCCC,OCC(O)CO,50.0,5.828945618,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCC(O)CO,OCC(O)CO,False,False,none,False,,False,
CCCCCC,OCC(O)CO,60.0,5.755742214,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCC(O)CO,OCC(O)CO,False,False,none,False,,False,
CCCCCC,OCC(O)CO,70.0,5.590986981,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,OCC(O)CO,OCC(O)CO,False,False,none,False,,False,
CCCCCC,Oc1ccccc1,55.0,2.589266665,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,Oc1ccccc1,Oc1ccccc1,False,False,none,False,,False,
CCCCCC,Oc1ccccc1,55.0,2.610069793,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,Oc1ccccc1,Oc1ccccc1,False,False,none,False,,False,
CCCCCC,Oc1ccccc1,65.0,2.613006652,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,Oc1ccccc1,Oc1ccccc1,False,False,none,False,,False,
CCCCCC,Oc1ccccc1,45.0,2.631169157,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,Oc1ccccc1,Oc1ccccc1,False,False,none,False,,False,
CCCCCC,Oc1ccccc1,60.0,2.617395833,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,Oc1ccccc1,Oc1ccccc1,False,False,none,False,,False,
CCCCCC,Oc1ccccc1,75.0,2.578700529,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,Oc1ccccc1,Oc1ccccc1,False,False,none,False,,False,
CCCCCC,Oc1ccccc1,90.0,2.560323289,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,Oc1ccccc1,Oc1ccccc1,False,False,none,False,,False,
CCCCCC,O=Cc1occc1,55.0,3.044998515,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,False,,False,
CCCCCC,O=Cc1occc1,30.0,3.320348794,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,False,,False,
CCCCCC,O=Cc1occc1,45.0,3.107720776,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,False,,False,
CCCCCC,O=Cc1occc1,60.0,2.879760097,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,False,,False,
CCCCCC,O=Cc1occc1,75.0,2.824943953,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,False,,False,
CCCCCC,OCCCCCCCC,25.0,0.947789399,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCO,CCCCCCCCO,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCC,60.0,-0.106472245,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCC,180.0,-0.155484903,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,Cc2c1ccccc1ccc2,60.0,1.121677562,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,Cc1cccc2ccccc12,Cc1cccc2ccccc12,False,False,none,False,,False,
CCCCCC,Cc2c1ccccc1ccc2,120.0,0.867100488,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,Cc1cccc2ccccc12,Cc1cccc2ccccc12,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCCCCCCCCCC,65.0,0.11,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CC#N,25.0,3.17805383,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC#N,CC#N,False,False,none,False,,False,
CCCCCC,c2nc1ccccc1cc2,60.0,1.83736998,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccc2ncccc2c1,c1ccc2ncccc2c1,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1ccccc1C(OCCCC)=O,60.0,0.760805829,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,60.0,0.048790164,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,False,False,none,False,,False,
CCCCCC,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,25.0,-0.072570693,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False,False,none,False,,False,
CCCCCC,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,25.0,-0.065071997,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False,False,none,False,,False,
CCCCCC,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,25.0,-0.06400533,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False,False,none,False,,False,
CCCCCC,C1CCC2CCCCC2C1,25.0,0.279901885,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C1CCC2CCCCC2C1,C1CCC2CCCCC2C1,False,False,none,False,,False,
CCCCCC,C(CC1)CCC1C2CCCCC2,25.0,0.184818437,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C1CCC(C2CCCCC2)CC1,C1CCC(C2CCCCC2)CC1,False,False,none,False,,False,
CCCCCC,C(CCc1cc2)Cc1cc2,25.0,0.643431588,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,False,False,none,False,,False,
CCCCCC,C(CC2)CCC2c1ccccc1,25.0,0.470628434,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccc(C2CCCCC2)cc1,c1ccc(C2CCCCC2)cc1,False,False,none,False,,False,
CCCCCC,c1ccccc1,77.347,0.463734016,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
CCCCCC,c1ccccc1,77.347,0.518793793,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
CCCCCC,c1ccccc1,56.642,0.565313809,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
CCCCCC,c1ccccc1,56.642,0.615185639,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
CCCCCC,c1ccccc1,35.378,0.652325186,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
CCCCCC,c1ccccc1,35.378,0.717839793,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
CCCCCC,C1CCCCC1,77.963,0.076961041,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,False,
CCCCCC,C1CCCCC1,77.963,0.131028262,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,False,
CCCCCC,C1CCCCC1,56.966,0.09531018,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,False,
CCCCCC,C1CCCCC1,56.966,0.104360015,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,False,
CCCCCC,C1CCCCC1,35.045,0.113328685,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,False,
CCCCCC,C1CCCCC1,35.045,0.058268908,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,False,
CCCCCC,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C,30.0,-0.289016295,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,False,False,none,True,solvent_iso_collision_0004,True,solvent:collision
CCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,30.0,-0.244622583,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCCCC,30.0,-0.138113302,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCOC(=O)c1ccccc1C(OCC)=O,25.0,1.82,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,False,False,none,False,,False,
CCCCCC,CCOC(=O)c1ccccc1C(OCC)=O,50.0,1.5,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,False,False,none,False,,False,
CCCCCC,CCOC(=O)c1ccccc1C(OCC)=O,75.0,1.29,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,False,False,none,False,,False,
CCCCCC,CCOC(=O)c1ccccc1C(OCC)=O,100.0,1.11,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,False,False,none,False,,False,
CCCCCC,CCOC(=O)c1ccccc1C(OCC)=O,125.0,0.98,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1ccccc1C(OCCCC)=O,25.0,0.66,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1ccccc1C(OCCCC)=O,50.0,0.56,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1ccccc1C(OCCCC)=O,75.0,0.52,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1ccccc1C(OCCCC)=O,100.0,0.49,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CCCCOC(=O)c1ccccc1C(OCCCC)=O,125.0,0.47,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOC(=O)c1ccccc1C(=O)OCCCC,CCCCOC(=O)c1ccccc1C(=O)OCCCC,False,False,none,False,,False,
CCCCCC,CC(C)COC(=O)c1ccccc1C(OCC(C)C)=O,25.0,1.11,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,False,False,none,False,,False,
CCCCCC,CC(C)COC(=O)c1ccccc1C(OCC(C)C)=O,50.0,0.9,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,False,False,none,False,,False,
CCCCCC,CC(C)COC(=O)c1ccccc1C(OCC(C)C)=O,75.0,0.72,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,False,False,none,False,,False,
CCCCCC,CC(C)COC(=O)c1ccccc1C(OCC(C)C)=O,100.0,0.62,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,False,False,none,False,,False,
CCCCCC,CC(C)COC(=O)c1ccccc1C(OCC(C)C)=O,125.0,0.58,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,False,False,none,False,,False,
CCCCCC,CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,25.0,0.45,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,False,False,none,False,,False,
CCCCCC,CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,50.0,0.33,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,False,False,none,False,,False,
CCCCCC,CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,75.0,0.29,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,False,False,none,False,,False,
CCCCCC,CCCCC(CC)COC(=O)c1ccccc1C(OCC(CC)CCCC)=O,100.0,0.27,IDAC_2026_dataset.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,False,False,none,False,,False,
